Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return
2024-09-20,90.57290649414062,98.87999725341795,99.25,98.72000122070312,98.98999786376952,37067600,0.0
2024-09-23,90.38054656982422,98.66999816894533,99.08999633789062,98.0199966430664,98.5,35703900,-0.0021237772077847827
2024-09-24,90.36222076416016,98.6500015258789,98.88999938964844,97.8499984741211,98.0,31005400,-0.00020266183680450744
2024-09-25,89.61111450195312,97.83000183105467,98.31999969482422,97.79000091552734,98.26000213623048,36738200,-0.008312211679075587
2024-09-26,89.82177734375,98.05999755859376,98.25,97.41999816894533,98.06999969482422,33332300,0.0023509733541278166
2024-09-27,90.28893280029295,98.56999969482422,98.76000213623048,98.20999908447266,98.54000091552734,28317600,0.0052009193241688845
2024-09-30,89.85841369628906,98.0999984741211,98.70999908447266,97.87999725341795,98.63999938964844,34175500,-0.004768197445046751
2024-10-01,90.50721740722656,98.48999786376952,99.33000183105467,98.38999938964844,98.8000030517578,45254200,0.003975529008303669
2024-10-02,89.74445343017578,97.66000366210938,97.7300033569336,97.05999755859376,97.36000061035156,35810800,-0.00842719280802684
2024-10-03,88.89905548095703,96.73999786376952,97.51000213623048,96.73999786376952,97.33999633789062,39677800,-0.00942049727463612
2024-10-04,87.80550384521484,95.5500030517578,95.95999908447266,95.4000015258789,95.44000244140624,56954100,-0.012300959668073208
2024-10-07,87.14385223388672,94.83000183105467,95.2699966430664,94.76000213623048,94.9800033569336,42606600,-0.007535334355909029
2024-10-08,87.2908935546875,94.98999786376952,95.02999877929688,94.33999633789062,94.38999938964844,33709600,0.0016871879112676513
2024-10-09,86.79464721679688,94.4499969482422,94.91000366210938,94.2300033569336,94.66999816894533,35807700,-0.0056848186932455524
2024-10-10,86.45464324951172,94.08000183105467,94.08999633789062,93.41000366210938,93.87999725341795,53667400,-0.003917365051798627
2024-10-11,86.10543823242188,93.6999969482422,94.06999969482422,93.41999816894533,93.4800033569336,27406400,-0.00403916746828803
2024-10-14,86.1697769165039,93.7699966430664,93.77999877929688,92.9800033569336,93.04000091552734,28795300,0.0007470618687732689
2024-10-15,87.21736145019531,94.91000366210938,95.0,94.37000274658205,94.45999908447266,46429100,0.012157481709020201
2024-10-16,87.5849609375,95.30999755859376,95.62000274658205,95.13999938964844,95.38999938964844,32281500,0.0042144545469455785
2024-10-17,86.19734191894531,93.8000030517578,94.44000244140624,93.66999816894533,94.29000091552734,43427200,-0.015842981277044532
2024-10-18,86.26166534423828,93.87000274658205,94.27999877929688,93.86000061035156,94.0500030517578,25258600,0.0007462653789640505
2024-10-21,84.75458526611328,92.2300033569336,93.08999633789062,92.2300033569336,93.0199966430664,49504700,-0.017470963477820622
2024-10-22,84.83731842041016,92.31999969482422,92.76000213623048,92.08999633789062,92.6500015258789,32096900,0.000975781574487522
2024-10-23,84.60757446289062,92.06999969482422,92.37000274658205,91.66000366210938,91.83999633789062,33354200,-0.002707972279315518
2024-10-24,85.14974975585938,92.66000366210938,93.0,91.95999908447266,92.2300033569336,32507400,0.00640821080960996
2024-10-25,84.67189025878906,92.13999938964844,93.04000091552734,92.0199966430664,92.98999786376952,28667100,-0.005611960413439698
2024-10-28,84.44215393066406,91.88999938964844,92.29000091552734,91.41999816894533,92.2699966430664,33156500,-0.0027132624447150366
2024-10-29,84.57080841064453,92.02999877929688,92.05999755859376,90.9800033569336,91.16999816894533,46545200,0.0015235541471143588
2024-10-30,84.81892395019531,92.3000030517578,93.29000091552734,92.16000366210938,92.83999633789062,41951100,0.0029338723898979513
2024-10-31,84.95674896240234,92.4499969482422,92.94000244140624,91.87000274658205,92.1999969482422,52173800,0.0016250692472923323
2024-11-01,83.75899505615234,90.83999633789062,92.5199966430664,90.8000030517578,92.26000213623048,80402000,-0.017414825997808636
2024-11-04,85.05913543701172,92.25,92.56999969482422,91.62999725341795,92.27999877929688,49747600,0.015521837504976155
2024-11-05,85.51091766357422,92.73999786376952,92.9000015258789,91.5999984741211,92.02999877929688,46986000,0.005311629959561248
2024-11-06,83.16890716552734,90.1999969482422,90.72000122070312,89.55000305175781,89.63999938964844,98895700,-0.027388408173768197
2024-11-07,84.21080780029297,91.33000183105467,91.62000274658205,90.6500015258789,90.75,56221400,0.012527770743283817
2024-11-08,85.2803955078125,92.48999786376952,92.5999984741211,91.83999633789062,92.0,56756200,0.012701149780557808
2024-11-11,84.865478515625,92.04000091552734,92.3000030517578,91.62000274658205,92.25,22369200,-0.004865357969896178
2024-11-12,83.59305572509766,90.66000366210938,91.8499984741211,90.51000213623048,91.37000274658205,57908400,-0.01499345110485717
2024-11-13,82.80008697509766,89.80000305175781,91.54000091552734,89.72000122070312,91.5199966430664,49009100,-0.009485997966168114
2024-11-14,83.27958679199219,90.31999969482422,91.02999877929688,90.2699966430664,90.55999755859376,53328300,0.0057906083006109554
2024-11-15,83.05826568603516,90.08000183105467,90.6500015258789,89.51000213623047,89.91999816894531,73722400,-0.0026571951348589584
2024-11-18,83.20579528808594,90.23999786376952,90.58999633789062,89.41999816894531,89.66000366210938,36010600,0.001776154856378831
2024-11-19,83.62992095947266,90.6999969482422,91.06999969482422,90.62000274658205,90.81999969482422,29585100,0.0050975077056973905
2024-11-20,83.36254119873047,90.41000366210938,90.83000183105467,90.11000061035156,90.1500015258789,27755400,-0.0031972799987888267
2024-11-21,83.29798126220703,90.33999633789062,90.8499984741211,90.0,90.4499969482422,28365700,-0.0007743316157843294
2024-11-22,83.3440933227539,90.38999938964844,90.6999969482422,90.1500015258789,90.51000213623048,21547500,0.0005534984921937713
2024-11-25,85.5016860961914,92.7300033569336,92.77999877929688,91.98999786376952,92.1999969482422,56858000,0.02588786351461292
2024-11-26,85.16975402832031,92.37000274658205,92.44000244140624,91.80999755859376,92.16000366210938,31122200,-0.0038822451991707974
2024-11-27,85.75988006591797,93.01000213623048,93.37999725341795,92.66999816894533,93.04000091552734,39442200,0.006928649676500198
2024-11-29,86.64503479003906,93.97000122070312,93.98999786376952,93.44000244140624,93.77999877929688,31905700,0.01032146072920792
2024-12-02,86.85321044921875,93.87000274658205,94.1500015258789,93.0,93.2699966430664,39406000,-0.0010641531640104285
2024-12-03,86.10375213623047,93.05999755859376,94.02999877929688,92.98999786376952,93.93000030517578,32768900,-0.008629009952998756
2024-12-04,87.02899932861328,94.05999755859376,94.19000244140624,92.54000091552734,92.61000061035156,35851100,0.010745755708518656
2024-12-05,87.20479583740234,94.25,94.38999938964844,93.66000366210938,93.72000122070312,23695800,0.0020200132504561985
2024-12-06,87.33434295654297,94.38999938964844,94.8499984741211,94.0199966430664,94.72000122070312,31761500,0.0014854046647048147
2024-12-09,86.52938842773438,93.5199966430664,94.04000091552734,93.47000122070312,93.98999786376952,30509600,-0.009217107238136513
2024-12-10,86.12228393554688,93.08000183105467,93.3000030517578,92.91000366210938,93.0199966430664,28706500,-0.004704820656602937
2024-12-11,85.30804443359375,92.1999969482422,93.29000091552734,92.11000061035156,93.06999969482422,38748400,-0.00945428519017144
2024-12-12,84.27176666259766,91.08000183105467,91.75,91.0,91.63999938964844,45368400,-0.012147452866145492
2024-12-13,83.41130065917969,90.1500015258789,90.8499984741211,90.08000183105467,90.8000030517578,39486000,-0.01021080683442277
2024-12-16,83.6611099243164,90.41999816894533,90.62000274658205,90.05000305175781,90.5500030517578,23482300,0.0029949710315746447
2024-12-17,83.86466217041016,90.63999938964844,90.98999786376952,90.45999908447266,90.5199966430664,23839900,0.0024331035739688645
2024-12-18,82.81598663330078,89.16000366210938,90.37000274658205,89.13999938964844,89.97000122070312,61328400,-0.01632828483566917
2024-12-19,81.56204223632812,87.80999755859375,88.38999938964844,87.51000213623047,88.06999969482422,99083300,-0.015141386810971436
2024-12-20,82.0264892578125,88.30999755859375,88.91000366210938,88.29000091552734,88.52999877929688,45542400,0.005694112446209321
2024-12-23,81.27410125732422,87.5,88.2300033569336,87.44000244140625,88.16000366210938,32764600,-0.009172206782774639
2024-12-24,81.6177978515625,87.87000274658203,87.88999938964844,86.9800033569336,87.04000091552734,22377600,0.0042286028180804625
2024-12-26,81.57133483886719,87.81999969482422,87.95999908447266,87.19999694824219,87.20999908447266,19981800,-0.0005690571320684512
2024-12-27,80.90254974365234,87.0999984741211,87.77999877929688,87.05999755859375,87.4800033569336,27262300,-0.008198601949500617
2024-12-30,81.55277252197266,87.80000305175781,88.04000091552734,87.66999816894531,87.83000183105469,48519600,0.008036792076921762
2024-12-31,81.11620330810547,87.33000183105469,88.27999877929688,87.26000213623047,88.12999725341797,31917300,-0.005353088888004454
2025-01-02,81.33911895751953,87.56999969482422,88.12000274658203,87.20999908447266,87.80000305175781,27841300,0.002748171976840519
2025-01-03,81.07904052734375,87.29000091552734,87.87999725341797,87.18000030517578,87.72000122070312,21962200,-0.003197428117764689
2025-01-06,80.716796875,86.9000015258789,87.2300033569336,86.66999816894531,87.05000305175781,30231500,-0.00446785869581845
2025-01-07,79.80652618408203,85.91999816894531,86.7699966430664,85.79000091552734,86.5999984741211,41757200,-0.011277368696498202
2025-01-08,79.90869903564453,86.02999877929688,86.19999694824219,85.33999633789062,85.47000122070312,44590800,0.001280267838638327
2025-01-10,79.3792495727539,85.45999908447266,85.8499984741211,85.16000366210938,85.27999877929688,47115800,-0.006625592269116631
2025-01-13,79.35139465332031,85.43000030517578,85.66000366210938,85.04000091552734,85.52999877929688,33258900,-0.000351027142736382
2025-01-14,79.22135162353516,85.29000091552734,85.36000061035156,84.88999938964844,85.2300033569336,33412900,-0.00163876143214714
2025-01-15,80.5867691040039,86.76000213623047,86.9800033569336,86.4000015258789,86.69999694824219,54120700,0.01723532893567481
2025-01-16,80.84683227539062,87.04000091552734,87.4000015258789,86.27999877929688,86.63999938964844,34651100,0.003227279534378402
2025-01-17,80.98616027832031,87.19000244140625,87.4800033569336,87.04000091552734,87.43000030517578,29875600,0.001723363100885944
2025-01-21,81.71065521240234,87.97000122070312,88.16999816894531,87.62999725341797,87.88999938964844,30548600,0.008945965792592547
2025-01-22,81.28338623046875,87.51000213623047,87.9800033569336,87.31999969482422,87.87000274658203,25278400,-0.0052290448799539035
2025-01-23,80.65178680419922,86.83000183105469,86.98999786376953,86.52999877929688,86.63999938964844,31949000,-0.007770543807291808
2025-01-24,81.01403045654297,87.22000122070312,87.27999877929688,86.5999984741211,86.72000122070312,21110400,0.004491528059705319
2025-01-27,81.97074890136719,88.25,88.43000030517578,87.8499984741211,88.16000366210938,42864200,0.01180920390829332
2025-01-28,81.91499328613281,88.19000244140625,88.19999694824219,87.66000366210938,87.83999633789062,25519100,-0.0006798590208924038
2025-01-29,81.74783325195312,88.01000213623047,88.62000274658203,87.62999725341797,88.43000030517578,25342800,-0.0020410511417705557
2025-01-30,82.05433654785156,88.33999633789062,88.70999908447266,88.16999816894531,88.41000366210938,25094900,0.003749507938306307
2025-01-31,81.51561737060547,87.76000213623047,88.66000366210938,87.43000030517578,88.37999725341797,48790100,-0.006565476858768959
2025-02-03,82.17931365966797,88.16000366210938,89.0999984741211,87.80000305175781,88.58000183105469,70657200,0.004557902417299253
2025-02-04,82.43099212646484,88.43000030517578,88.44999694824219,87.4800033569336,87.55000305175781,33414000,0.003062575225169173
2025-02-05,83.79195404052734,89.88999938964844,90.18000030517578,89.38999938964844,89.44999694824219,48331200,0.016510223673347646
